0	1295
0	3812
0	3841
0	7321
0	6054
0	7101
0	4049
0	2078
0	8336
0	7379
0	1260
0	428
0	4667
0	5290
0	2785
0	7720
0	7061
0	2170
0	8227
0	996
0	2689
0	7348
0	1096
0	5460
0	6684
0	6415
0	8332
0	6570
0	4376
0	3905
0	8526
0	8238
0	5557
0	2421
0	3309
1	1488
1	7901
1	1248
1	3841
1	5158
1	2748
1	7682
1	3318
1	8227
1	4242
1	6007
1	893
2	1295
2	1039
2	7573
2	8411
2	1882
2	3990
2	6093
2	3295
2	6219
2	4252
2	7992
2	6730
2	2836
2	9680
2	5474
2	6890
2	1520
2	4604
2	6325
2	360
2	3873
2	7110
2	6320
2	7554
2	7696
3	1488
3	6848
3	6352
3	3319
3	7801
3	1637
3	1674
3	7321
3	1229
3	7161
3	5087
3	4252
3	534
3	3300
3	339
3	933
3	5474
3	5543
3	9249
3	2123
3	9039
3	2036
3	6375
3	3689
3	8146
3	2324
3	7141
3	3125
3	1764
3	7811
3	2507
3	5615
4	285
4	5666
4	4356
6	4259
6	5188
6	5891
6	8149
6	5901
6	7901
6	3355
6	6746
6	282
6	8223
6	5080
6	3574
6	3447
6	2704
6	1882
6	4507
6	5308
6	3166
6	5841
6	2759
6	7092
6	9063
6	2541
6	3854
6	6950
6	6709
6	350
6	8995
6	8602
6	7894
6	8246
6	3529
6	6477
6	5316
6	977
6	7136
6	4604
6	4475
6	8336
6	4682
6	2190
6	1692
6	1735
6	5127
6	8134
6	2097
6	1999
6	4206
6	2565
6	5941
6	4183
6	4787
6	6220
6	3619
6	2146
6	938
6	6457
6	6690
6	4701
6	8614
6	9308
6	4270
6	6640
6	2290
6	8440
6	6700
6	4796
6	3310
6	2108
6	4374
6	8393
6	717
6	7701
6	3160
6	2140
6	4299
6	81
6	5665
6	3719
6	4706
6	611
6	5660
6	3993
6	288
6	7479
6	5597
6	34
6	7435
6	6523
7	3206
7	6352
7	7052
7	5188
7	8149
7	2399
7	5727
7	7494
7	8223
7	5080
7	3574
7	3447
7	7666
7	4507
7	3590
7	5308
7	3166
7	4062
7	7147
7	2541
7	4313
7	3854
7	3940
7	552
7	933
7	7894
7	9583
7	3095
7	5474
7	7136
7	4604
7	2267
7	8336
7	1692
7	2167
7	1012
7	3373
7	4217
7	5127
7	406
7	4206
7	2661
7	5941
7	4183
7	4787
7	3922
7	6690
7	8614
7	7620
7	4270
7	4515
7	2290
7	8440
7	6700
7	5306
7	2108
7	4374
7	3410
7	8777
7	8393
7	7701
7	3160
7	51
7	1920
7	2324
7	7843
7	5989
7	5421
9	3480
9	2988
9	7378
9	8816
9	9205
9	4254
9	8975
9	1578
9	7093
9	8048
9	5701
9	8290
9	6275
9	2827
9	1044
9	8336
9	4279
9	2172
9	3325
9	8007
9	3229
9	2037
9	4841
9	6311
9	7535
9	2591
9	2311
9	2954
9	1750
9	8818
9	7118
9	5196
9	8041
9	7723
9	6533
12	5113
12	7901
12	2054
12	4617
12	534
12	2223
12	215
12	8047
12	5830
12	8297
12	3610
12	9039
12	8820
12	7745
12	3127
12	7802
12	8985
12	342
12	1476
12	8699
12	8969
13	5034
13	3154
13	9228
13	6376
13	4845
13	2186
13	6055
13	5437
13	7321
13	2282
13	5299
13	9258
13	3990
13	320
13	993
13	770
13	1229
