,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-1.690815,-0.83798987,-1.0859886,0.4000535,0.23278359,0.19757494,-0.044955272,0.04494968,0.015980648,-0.114974976,-0.052836522,-0.12829924,-0.35610646,-0.12290152,-0.37486038,-0.06961206,0.117601804,-0.5313257,0.123925805
1,-18.114397,1.175103,-0.8213193,-2.1673594,2.6936162,0.54530394,-0.46684954,0.3183378,0.24315415,0.35129467,2.0247755,-0.043169565,2.759543,0.22500293,0.377738,-0.433244,-0.11777176,1.4818568,-0.20469584
2,-7.6188426,-0.085593164,-0.92591625,-0.0023858547,1.1213233,0.3312211,-0.20207398,0.14574632,0.09909219,0.05284936,0.69708145,-0.103259176,0.7715894,-0.0049265325,-0.107355416,-0.21205504,0.044080146,0.1891259,0.006211862
3,-5.7380815,-0.33820075,-1.013697,0.14421773,0.8395319,0.28371888,-0.14938375,0.11283095,0.07217287,0.0005151704,0.45909727,-0.10773498,0.41222906,-0.038420394,-0.18975893,-0.16039306,0.060590476,-0.035759926,0.043276384
4,-8.896139,0.041561782,-0.9754735,-0.14331865,1.3119456,0.35006583,-0.22973074,0.16424844,0.11541894,0.088702075,0.8586585,-0.09075364,1.0102763,0.031080842,-0.04441011,-0.22828095,0.0137420595,0.3522663,-0.020696193
5,-1.999561,-0.7616472,-0.9609921,0.48300052,0.27643743,0.22403325,-0.062633686,0.051069476,0.021364955,-0.114106104,-0.013049275,-0.13957547,-0.29408374,-0.12601748,-0.36950624,-0.09781048,0.13727358,-0.50654984,0.11690805
6,-1.6936469,-0.814238,-1.0133839,0.3370738,0.2316705,0.20961954,-0.0509113,0.045632746,0.01670509,-0.11958379,-0.052036002,-0.13604221,-0.35346192,-0.12874442,-0.38004008,-0.08257896,0.13209227,-0.53886557,0.1233961
7,-5.0238957,-0.4053552,-0.9608842,0.29820466,0.7311257,0.27928138,-0.13626596,0.101351865,0.062886044,-0.023978144,0.36899042,-0.1183193,0.2787239,-0.05855155,-0.2270954,-0.1560918,0.083773345,-0.13023728,0.057049558
8,-0.4034831,-0.98605704,-1.0664766,-0.1740773,0.0381049,0.17839682,-0.015380756,0.022776905,-0.0017380086,-0.15616646,-0.21552554,-0.13991952,-0.5995915,-0.15179336,-0.43691996,-0.048552368,0.14501351,-0.69381946,0.14855087
9,-1.7663112,-0.84484667,-1.1060203,0.74001,0.24181765,0.1998109,-0.04583827,0.042936496,0.01597888,-0.11740899,-0.04352428,-0.1275235,-0.34379768,-0.114922844,-0.37029606,-0.06827198,0.1148515,-0.52075136,0.12008189
10,-1.4139612,-0.8483518,-1.023326,0.6124542,0.19054388,0.20180166,-0.043130185,0.041524153,0.012984012,-0.12570682,-0.08762699,-0.1364274,-0.4061646,-0.13512728,-0.39221132,-0.075317144,0.13442816,-0.5722228,0.12953947
11,-10.243697,0.25204724,-0.87433666,-0.3867569,1.5190172,0.38144344,-0.26918554,0.19345947,0.13685367,0.13691568,1.0277419,-0.08728026,1.2735424,0.043954447,0.014106661,-0.27120337,0.004336521,0.5122888,-0.0429333
12,-15.548636,0.8447985,-0.9168527,-1.1335864,2.3107693,0.481346,-0.39643386,0.27572915,0.20729406,0.28292084,1.6999825,-0.05037731,2.2713795,0.1741928,0.26414013,-0.36663547,-0.09229684,1.1733582,-0.15255807
13,-4.851514,-0.43511245,-0.9735706,0.34667754,0.7036898,0.27672994,-0.13146363,0.096685246,0.0598607,-0.03222894,0.34749657,-0.11946162,0.24442625,-0.05881013,-0.23487072,-0.1508396,0.08588046,-0.15115589,0.05911591
14,-7.1193805,-0.1650868,-0.9758179,0.5584469,1.0461266,0.31564826,-0.18616548,0.135402,0.091390416,0.03868065,0.6332637,-0.10219782,0.6752653,-0.009598613,-0.12716267,-0.19404043,0.044114076,0.1321525,0.015201807
15,-5.08053,-0.39124683,-0.99500287,0.50556517,0.746547,0.26537406,-0.13341823,0.10779459,0.065203205,-0.0064797252,0.37464,-0.109818175,0.29293382,-0.063286036,-0.21986811,-0.15001445,0.07042786,-0.11652434,0.061065346
16,-1.3299432,-1.66307,-1.8887687,0.45787054,0.030671947,0.30768365,-0.010641929,-0.13767992,-0.046877872,-0.43511254,-0.08814375,-0.16155906,-0.550596,0.19050257,-0.37501273,0.042739194,0.114576615,-0.558831,-0.0033752322
17,-1.1792722,-0.8246295,-1.0393319,0.3503152,0.17456418,0.16633147,-0.031642005,0.055256292,0.015320543,-0.08993742,-0.12136659,-0.12270072,-0.43734038,-0.16594803,-0.39574954,-0.064581856,0.11847996,-0.59060746,0.14935222
18,-1.0694202,-0.9909984,-1.3089136,0.54728734,0.14128487,0.15360263,-0.012404924,0.030247703,0.004511056,-0.12526724,-0.13183375,-0.110882685,-0.4825269,-0.11496788,-0.38892713,-0.018381737,0.08638715,-0.5858796,0.13557395
19,-0.38904938,-1.0765024,-1.3297411,-0.13496199,0.038730454,0.13867222,0.0057490403,0.019714437,-0.0051647597,-0.14591277,-0.21565282,-0.11419083,-0.61429113,-0.12986395,-0.4211022,-0.0008250959,0.094403885,-0.6695882,0.14955412
20,-1.3908725,-0.99189335,-1.4051032,0.4053464,0.18761456,0.14950158,-0.013298172,0.03297914,0.0068922564,-0.11855239,-0.0883514,-0.101546794,-0.42957938,-0.09724079,-0.36986768,-0.007103596,0.064433515,-0.5385668,0.12779804
21,-2.1306536,-0.9988711,-1.7863004,0.47520292,0.31749028,0.08423084,0.0020445287,0.050590422,0.016575178,-0.04847137,-0.001087591,-0.047779553,-0.29148713,-0.06284644,-0.30249417,0.047640253,-0.034047827,-0.3992592,0.12331313
22,-2.2978551,-1.1587629,-2.3564513,0.4739399,0.3567294,-0.0098659545,0.04464656,0.049469642,0.014057941,-0.0021162406,0.015097871,0.015928835,-0.274036,-0.014411986,-0.2515246,0.14574774,-0.15275149,-0.31503376,0.12486434
23,-1.7212836,-1.2359482,-2.3691533,0.27641702,0.26837212,-0.01959318,0.05926621,0.038242444,0.005450915,-0.022781536,-0.057027206,0.011789471,-0.38533345,-0.023920268,-0.2786507,0.158925,-0.14344744,-0.38650125,0.13498402
24,-1.56465,-1.2541503,-2.3723748,0.55429345,0.2443312,-0.02225177,0.063267216,0.036470484,0.0031646541,-0.028611623,-0.07491778,0.010422334,-0.41702467,-0.028418005,-0.28719404,0.16315962,-0.1412329,-0.40674168,0.13846211
25,-1.5526886,-1.2219667,-2.3395274,0.31395018,0.25080186,-0.030398533,0.062937096,0.043216713,0.0059300466,-0.011192262,-0.08038062,0.013546109,-0.4099205,-0.04147306,-0.28563195,0.15820362,-0.14191179,-0.40646112,0.1445953
26,-0.8679459,-1.0665385,-1.4571016,0.1561737,0.115878716,0.12316182,0.0047432343,0.022921793,0.00067398604,-0.11742939,-0.16414908,-0.094556645,-0.51897734,-0.103470124,-0.383204,0.009848725,0.06000223,-0.59141666,0.13941696
27,-0.51056814,-1.096212,-1.6409073,-0.01424998,0.08674337,0.054755673,0.03343302,0.039458524,0.00047753425,-0.071120605,-0.20869215,-0.06320111,-0.58217084,-0.1328069,-0.3837758,0.055615004,0.009683102,-0.60881466,0.16684407
28,-1.9109844,-1.080092,-2.2507603,0.5549996,0.325564,-0.043584272,0.052456856,0.07277118,0.018611304,0.0437162,-0.037464738,0.022766784,-0.3246065,-0.0013186932,-0.26893225,0.14035022,-0.151204,-0.3615097,0.15586834
29,-1.3679073,-1.1379135,-1.3399316,0.52198553,0.12912893,0.24074996,-0.030777253,-0.019181207,-0.00905426,-0.2412951,-0.08223255,-0.1470283,-0.46862686,-0.023920715,-0.39184657,-0.028887868,0.12630373,-0.5729495,0.08401734
30,-1.1036097,-0.7460967,-0.86290634,0.24722946,0.16935407,0.17914884,-0.041746885,0.06530285,0.01895129,-0.08185066,-0.1313171,-0.13503022,-0.43989754,-0.19673747,-0.40932876,-0.09248605,0.1461863,-0.61474496,0.15784144
31,-1.5326084,-0.8248273,-1.0011438,0.5290686,0.20832144,0.20697245,-0.047696993,0.044624012,0.014970753,-0.12275731,-0.071878314,-0.13775124,-0.38335642,-0.13568151,-0.38859192,-0.081180386,0.13624279,-0.56000406,0.12768972
32,-2.408884,-0.7715766,-1.167244,0.7851696,0.3455377,0.19268139,-0.055143952,0.058528908,0.025973022,-0.081504464,0.03604187,-0.112267636,-0.21965504,-0.10384386,-0.3336076,-0.06873241,0.08603901,-0.43135294,0.11237974
33,-3.6555238,-0.6952932,-1.3096442,0.9742098,0.5274028,0.20480002,-0.0759518,0.07040505,0.039180607,-0.05406284,0.19502442,-0.09452152,0.005627334,-0.05293514,-0.26773322,-0.068712,0.042970933,-0.26512012,0.0820748
34,-3.1900234,-0.7537659,-1.2323695,0.5212898,0.44396776,0.22659378,-0.07354141,0.05538533,0.030105453,-0.09923005,0.14321952,-0.11503231,-0.0922786,-0.057488143,-0.30199033,-0.07391366,0.07628373,-0.33896717,0.08320388
35,-0.9764121,-0.9462002,-1.0997075,0.2659335,0.11867483,0.19274181,-0.028078377,0.02696677,0.0039638598,-0.15082356,-0.14095354,-0.13698013,-0.49750412,-0.1286555,-0.41033614,-0.054346114,0.1335586,-0.62241834,0.13292952
36,-3.5563517,-0.7765286,-1.5177042,0.81717753,0.51707953,0.1684652,-0.056684807,0.06570757,0.03584425,-0.043042373,0.17938514,-0.07263842,-0.017536283,-0.036404595,-0.25589755,-0.030514993,0.0033135265,-0.25392327,0.084729716
37,-0.9704381,-1.0334129,-1.3155923,0.3329466,0.11658871,0.16563527,-0.011782732,0.019716796,0.000114664435,-0.14974256,-0.14162621,-0.118114024,-0.5092358,-0.103267655,-0.39687166,-0.016784322,0.09552162,-0.60253906,0.12996055
38,-2.2464018,-0.8230978,-1.2003603,0.37496555,0.31197295,0.19876815,-0.05067372,0.049888764,0.02063067,-0.10620786,0.02202107,-0.11749075,-0.2624508,-0.09613682,-0.34525988,-0.0595423,0.08998661,-0.45482606,0.110064924
39,-1.0830395,-0.9401536,-1.1110458,0.18061781,0.13537942,0.19231701,-0.029735189,0.027103266,0.0053625014,-0.14576645,-0.13016531,-0.13441622,-0.4751845,-0.12308025,-0.40263528,-0.055349905,0.1295917,-0.60654336,0.13011259
40,-1.8723298,-1.0218077,-1.589969,0.52507436,0.25499228,0.1412032,-0.0121438075,0.03081338,0.009061059,-0.11187224,-0.027022213,-0.08479832,-0.35001954,-0.05853118,-0.33648816,0.014813777,0.02689644,-0.46272293,0.1122784
41,-1.1989436,-0.9339634,-1.2714696,0.39363825,0.16876507,0.14878082,-0.016447302,0.04260116,0.009366436,-0.104623966,-0.11499137,-0.107875705,-0.45232093,-0.1300148,-0.38404965,-0.02510167,0.08327111,-0.57059556,0.14069632
42,-1.0547408,-1.3212532,-2.378086,0.21711999,0.16774236,-0.0322482,0.07603122,0.025531698,-0.004012073,-0.04331073,-0.14242435,0.007764995,-0.51119596,-0.0357444,-0.3087282,0.17271979,-0.13260736,-0.46817178,0.14718369
43,-2.1244385,-1.009324,-1.8505112,0.415105,0.32148468,0.068128645,0.008251662,0.05343478,0.016965272,-0.03667206,-0.0028002113,-0.03841172,-0.29212722,-0.0630672,-0.29704085,0.05990233,-0.05002536,-0.3914448,0.12678516
44,-1.546024,-1.0814543,-1.858111,0.5110879,0.2341327,0.05713716,0.022820376,0.04328201,0.008788663,-0.05463853,-0.07573488,-0.04207146,-0.40235096,-0.074642,-0.3239491,0.072324276,-0.040833563,-0.46288475,0.13787189
45,-0.9132914,-0.9167431,-1.0703053,0.09943956,0.11763924,0.1827723,-0.026775885,0.034846902,0.006115271,-0.13464853,-0.15044665,-0.13405131,-0.5022108,-0.14556915,-0.41256896,-0.056658912,0.13242811,-0.6292223,0.14129215
46,-5.1692576,-0.38528156,-0.9886523,0.34061742,0.7567001,0.27254158,-0.13676246,0.10766515,0.06561722,-0.011079945,0.38808656,-0.112251095,0.30639076,-0.059280246,-0.21822813,-0.15275088,0.07249207,-0.10835582,0.057538442
47,-2.291737,-0.81684464,-1.2836664,0.62023115,0.33169696,0.16926786,-0.042500496,0.057812106,0.02370496,-0.07470283,0.02159302,-0.0998571,-0.24541083,-0.1003646,-0.331071,-0.044986937,0.06332904,-0.43326804,0.11708894
48,-0.4668687,-1.044168,-1.2946429,-0.050982356,0.054509476,0.13872585,0.0020968635,0.024650957,-0.0023669745,-0.13513218,-0.20816194,-0.11374429,-0.59373415,-0.1360591,-0.4173532,-0.008345973,0.09611073,-0.6606996,0.1509299
49,-0.74172264,-1.4270321,-2.4418676,0.22497147,0.10572617,-0.023968995,0.084978625,0.004614223,-0.013815325,-0.084411435,-0.17875135,0.0006133467,-0.5842886,-0.014612094,-0.32436773,0.18726663,-0.1253513,-0.5080718,0.14091711
50,-1.0177119,-1.2625521,-2.3211586,0.025029302,0.17637113,-0.04665543,0.07592871,0.039283395,0.00062829023,-0.014147855,-0.15073463,0.012600839,-0.50477463,-0.062195048,-0.30898982,0.16573979,-0.13410495,-0.47125426,0.15945084
51,-2.6771114,-0.9327196,-1.7969043,0.61012936,0.40155196,0.089922935,-0.009997962,0.061247513,0.02448715,-0.027811512,0.06763996,-0.041605636,-0.18717864,-0.052307963,-0.2755021,0.039345596,-0.047365874,-0.3293594,0.113953486
52,-3.099557,-1.0227683,-1.9124923,0.62730193,0.43720374,0.124608144,-0.018308055,0.033146027,0.019809855,-0.07387623,0.11928387,-0.04726705,-0.12619907,0.017971396,-0.25228024,0.043319236,-0.04929322,-0.27531126,0.07896946
53,-1.9088147,-1.0443062,-1.8115711,0.619704,0.2811297,0.08136055,0.008645571,0.043083854,0.012211464,-0.061220136,-0.02887544,-0.049150333,-0.33650088,-0.06030622,-0.31203496,0.055630933,-0.031943724,-0.42564717,0.12489425
54,-1.0964382,-1.1288817,-1.8060822,0.286219,0.16275172,0.061682403,0.028847504,0.03222678,0.0022298614,-0.07715963,-0.13361496,-0.052504867,-0.48626375,-0.08283895,-0.34849292,0.070439845,-0.019613564,-0.5248563,0.1434181
55,-2.1332908,-1.1525888,-2.336593,0.46477306,0.33724087,-0.018212005,0.04842661,0.05327517,0.013742218,0.004075274,-0.005402103,0.01658015,-0.30167395,-0.029303506,-0.2597514,0.14695747,-0.15122862,-0.33558437,0.13310614
56,-0.78444654,-0.9694817,-1.1142437,0.23024297,0.092175566,0.18382232,-0.021783717,0.02458839,0.0017645056,-0.15098925,-0.16700074,-0.13514958,-0.531713,-0.13320434,-0.41676208,-0.04822642,0.13250738,-0.64315087,0.13788515
57,-4.511996,-0.46402732,-0.95107234,0.36547732,0.65364355,0.27204734,-0.12468598,0.092351116,0.055843823,-0.040529717,0.30408567,-0.123151734,0.18214005,-0.06990652,-0.25177604,-0.1481826,0.095160395,-0.1949808,0.0667048
58,-1.7645496,-0.8056662,-1.0192033,0.3869673,0.24338187,0.20858094,-0.051959712,0.047316622,0.017888675,-0.11502095,-0.043717697,-0.13420577,-0.33918393,-0.1275385,-0.3756895,-0.082913585,0.12893829,-0.52877754,0.12258632
59,-1.1884153,-0.88061595,-1.0398935,0.6291338,0.15719245,0.1946705,-0.03626669,0.037369445,0.009772731,-0.13085765,-0.116851464,-0.13602543,-0.44871426,-0.13646403,-0.40115285,-0.06823249,0.13505206,-0.59811556,0.13401332
60,-2.4870663,-0.8238935,-1.2640231,0.44106722,0.34853977,0.19431126,-0.05171261,0.049741894,0.022920487,-0.09677716,0.04875298,-0.10928678,-0.21645918,-0.080227986,-0.32723397,-0.05446973,0.07463509,-0.41680807,0.10339575
61,-4.296867,-0.6507286,-1.316424,0.45750833,0.61245584,0.23251396,-0.093622446,0.072804004,0.044573303,-0.060098395,0.28177792,-0.09796744,0.115713,-0.0255965,-0.24315418,-0.08051783,0.039752237,-0.19164336,0.061777897
62,-3.0437791,-1.0975317,-2.3754275,0.75669265,0.4622528,0.011176363,0.026376888,0.055319235,0.022013666,0.005866833,0.11094423,0.018112585,-0.13861561,0.01343824,-0.21753171,0.13361138,-0.16355343,-0.22363493,0.10476005
63,-0.8409937,-1.4211974,-2.434209,0.05032742,0.1228001,-0.02380757,0.08218296,0.0013696738,-0.012009485,-0.07615562,-0.17589827,0.0032199174,-0.5557407,-0.0057009757,-0.31322578,0.1805761,-0.12551685,-0.49116385,0.136612
