2	6266
2	6342
2	7445
2	7883
2	8056
2	12034
2	12035
3	7883
3	8056
3	12034
3	12035
4	7798
4	13419
6	7
6	3038
7	6
7	3038
8	4544
8	5712
8	7439
8	7576
8	11243
9	4544
9	5712
9	7439
9	11243
10	5712
10	6662
10	7439
10	7576
11	4544
11	5712
11	7439
11	11243
12	5676
13	7800
14	1973
14	2293
14	4271
14	4917
14	5141
14	6266
14	6342
14	7328
14	7385
14	7445
14	7883
14	8056
14	12034
14	12035
15	5676
16	2752
16	3595
16	8216
18	2293
18	4314
18	6266
18	6342
18	7445
18	7800
18	7883
18	8056
18	11216
18	11867
18	12034
18	12035
18	13266
19	4314
19	11867
20	757
20	2293
20	3595
20	9804
21	757
21	2293
21	3595
21	6266
21	6342
21	6663
21	7445
21	7800
21	7883
21	8056
21	9804
21	12034
21	12035
22	2293
22	2752
22	6785
22	7800
22	9804
22	11216
22	13213
23	2752
25	13188
26	2293
26	2752
26	5711
26	9804
26	11302
26	11826
27	5167
27	5859
27	10281
27	10974
30	3950
30	13356
32	6891
32	8180
33	4043
33	5210
33	6891
33	8180
34	2702
34	8180
35	6225
35	6891
35	8180
36	2612
36	3106
36	3981
36	6266
36	6342
36	6891
36	7445
36	7883
36	8056
36	8180
36	12034
36	12035
37	3998
37	6266
37	6342
37	6891
37	7445
37	7883
37	8056
37	8180
37	12034
37	12035
37	12975
39	5648
39	6201
39	6266
39	6342
39	7439
39	7445
39	7883
39	8056
39	12034
39	12035
40	2053
40	3409
40	3950
40	3981
40	4823
40	7505
40	7883
40	8056
40	12034
40	12035
40	13356
41	3981
41	6663
41	7883
41	8056
41	8180
41	12034
41	12035
42	4823
42	5678
42	8180
42	10397
43	2053
43	3950
43	4823
43	5323
43	5678
43	7505
43	7883
43	8056
43	8180
43	9059
43	10397
43	10963
43	11036
43	12034
43	12035
43	13356
44	2740
44	4043
44	4823
44	5323
44	5678
44	6891
44	8180
44	9059
44	10397
44	10963
45	3998
45	4823
45	6266
45	6342
45	6891
45	7445
45	7800
45	7883
45	8056
45	8180
45	9059
45	10963
45	12034
45	12035
47	8180
48	2702
48	4823
48	5118
48	8180
48	9059
48	10397
48	10963
49	234
49	5519
49	5576
49	5577
49	6891
49	7395
49	8180
50	4474
50	4951
50	6891
50	8180
50	12975
51	3106
51	3981
51	6225
51	6812
51	8056
51	8180
51	9848
51	12034
51	12035
52	4235
53	3950
53	13356
55	6225
55	8180
55	9804
56	8180
57	59
58	59
58	8180
59	57
59	58
59	234
59	5210
59	6225
59	8180
60	6266
60	6342
60	7445
60	7883
60	8056
60	8180
60	12034
60	12035
61	5210
61	8180
62	63
62	8180
63	62
63	8180
64	6225
64	8180
65	5210
65	8180
66	6266
66	6342
66	7445
66	7883
66	8056
66	8180
66	12034
66	12035
67	6785
67	8056
67	8180
67	12034
67	12035
68	8180
69	4474
69	4951
69	5583
69	5648
69	8180
69	13091
70	71
71	70
72	73
73	72
74	757
74	1323
74	2293
74	2752
74	3595
74	5766
74	6337
74	7800
74	9909
75	7439
75	8180
75	12932
75	12975
76	4278
76	7439
76	10532
78	5511
78	7439
79	81
79	83
79	2420
79	3111
79	4372
79	4734
79	5103
79	5585
79	6145
79	6266
79	6342
79	6351
79	7106
79	7310
79	7341
79	7436
79	7439
79	7445
79	7487
79	7883
79	8056
79	8257
79	8581
79	8806
79	9099
79	9589
79	10376
79	10410
79	10827
79	10891
79	11134
79	12034
79	12035
79	12917
79	13093
80	2293
80	3998
80	6266
80	6342
80	7439
80	7445
80	7883
80	8056
80	12034
80	12035
81	79
81	2336
81	2420
81	2568
81	3181
81	3318
81	3634
81	3749
81	4295
81	4372
81	4487
81	4495
81	4589
81	4604
81	4649
81	4655
81	4656
81	4668
81	4734
81	4747
81	4751
81	4862
81	4899
81	4967
81	5039
81	5103
81	5189
81	5190
81	5200
81	5225
81	5264
81	5322
81	5474
81	5504
81	5585
81	5627
81	5661
81	5687
81	5750
81	5780
81	5829
81	5838
81	5897
81	5964
81	5967
81	5968
81	6072
81	6105
81	6145
81	6164
81	6174
81	6217
81	6266
81	6311
81	6342
81	6347
81	6351
81	6371
81	6389
81	6394
81	6475
81	6536
81	6540
81	6637
81	6754
81	6758
81	6798
81	6994
81	7106
81	7115
81	7119
81	7132
81	7159
81	7288
81	7309
81	7310
81	7341
81	7369
81	7422
81	7436
81	7439
81	7445
81	7487
81	7509
81	7577
81	7713
81	7732
81	7883
81	7892
81	7897
81	7909
81	7966
81	8047
81	8056
81	8257
81	8409
81	8450
81	8456
81	8481
81	8498
81	8581
81	8782
81	8806
81	8816
81	8933
81	9058
81	9088
81	9099
81	9249
81	9444
81	9445
81	9512
81	9589
81	9619
81	9623
81	9732
81	9770
81	9783
81	9828
81	10020
81	10138
81	10347
81	10376
81	10484
81	10504
81	10588
81	10635
81	10699
81	10827
81	10891
81	11134
81	11897
81	12034
81	12035
81	12052
81	12063
81	12367
81	12368
81	12509
81	12584
81	12917
81	13093
81	13249
81	13328
81	13344
81	13458
81	13537
81	13584
81	13610
82	83
82	2336
82	2420
82	2568
82	3111
82	3181
82	3318
82	3634
82	3749
82	4295
82	4372
82	4487
82	4495
82	4589
82	4604
82	4649
82	4655
82	4656
82	4668
82	4734
82	4747
82	4751
82	4862
