1.052237868309020996e+00,-1.209994331002235413e-01,1.166988730430603027e+00,-1.145796895027160645e+00,1.057567000389099121e+00,-3.937519788742065430e-01
5.428432822227478027e-01,-3.035601079463958740e-01,1.464324355125427246e+00,-1.402171373367309570e+00,1.069765686988830566e+00,-8.283832669258117676e-01
7.839603424072265625e-01,2.569989114999771118e-02,1.356141567230224609e+00,-1.356153249740600586e+00,9.947047233581542969e-01,8.341035246849060059e-02
5.883818864822387695e-01,-1.227758646011352539e+00,2.647872865200042725e-01,-5.693863034248352051e-01,6.205563545227050781e-01,-8.527793288230895996e-01
-7.201082110404968262e-01,-5.597848296165466309e-01,-6.509100794792175293e-01,5.931375026702880859e-01,-1.514717817306518555e+00,-1.870029449462890625e+00
-6.072149276733398438e-01,-3.936261236667633057e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-2.232341289520263672e+00,-1.500696182250976562e+00
3.210962191224098206e-02,5.313526630401611328e+00,1.090999245643615723e+00,-1.072735667228698730e+00,-2.339525699615478516e+00,-8.621798157691955566e-01
-1.138755157589912415e-01,4.661819458007812500e+00,5.442525148391723633e-01,-5.879911780357360840e-01,-2.588638305664062500e+00,-1.074141860008239746e+00
-3.501058220863342285e-01,4.229687154293060303e-01,-1.494391441345214844e+00,1.295573115348815918e+00,-2.465400934219360352e+00,-1.073368906974792480e+00
-2.785172760486602783e-01,4.223182499408721924e-01,-5.296143293380737305e-01,4.242900311946868896e-01,-1.575310468673706055e+00,-1.096136331558227539e+00
-1.728001236915588379e-01,4.466450810432434082e-01,-1.494391441345214844e+00,1.295572996139526367e+00,-2.361612558364868164e+00,-1.555777668952941895e+00
7.053621113300323486e-03,3.844902217388153076e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-2.214080810546875000e+00,-1.134676218032836914e+00
7.929895520210266113e-01,-8.904885500669479370e-02,8.995215892791748047e-01,-9.968751668930053711e-01,6.824346780776977539e-01,-4.748235344886779785e-01
1.860065817832946777e+00,-1.691688060760498047e+00,1.112016797065734863e+00,-1.179172039031982422e+00,2.343994617462158203e+00,-2.139360159635543823e-01
3.985962271690368652e-01,-9.225078225135803223e-01,1.015326306223869324e-01,-2.884646654129028320e-01,1.426893472671508789e-01,-3.243905305862426758e-01
3.752986192703247070e-01,-1.597656905651092529e-01,-1.024343594908714294e-01,-9.447169303894042969e-02,-4.292720258235931396e-01,-6.140379309654235840e-01
1.905871927738189697e-01,-2.001517534255981445e+00,2.371676921844482422e+00,-2.305754184722900391e+00,2.505132675170898438e+00,1.498595476150512695e-01
9.084046483039855957e-01,8.652700185775756836e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-1.863184332847595215e+00,-2.749268412590026855e-01
4.232443124055862427e-02,-3.372202873229980469e+00,9.272658348083496094e+00,-9.449519157409667969e+00,9.535268783569335938e+00,4.215104579925537109e-01
1.887821555137634277e-01,-2.024254798889160156e+00,1.287712693214416504e+00,-1.270214200019836426e+00,1.541466236114501953e+00,1.424334347248077393e-01
1.636582970619201660e+00,-1.887121200561523438e+00,2.241478204727172852e+00,-2.285850524902343750e+00,3.321728229522705078e+00,8.621113896369934082e-01
2.968657493591308594e+00,-2.036904096603393555e+00,-1.494391322135925293e+00,1.295573115348815918e+00,9.007159471511840820e-01,1.016731142997741699e+00
2.685597896575927734e+00,-3.236691236495971680e+00,-1.494391441345214844e+00,1.295572996139526367e+00,1.304774761199951172e+00,6.260091066360473633e-02
1.805849909782409668e+00,-1.774093985557556152e+00,2.461732476949691772e-01,-5.543885231018066406e-01,1.665387630462646484e+00,7.118878960609436035e-01
-1.399849653244018555e+00,1.997813224792480469e+00,-1.494391441345214844e+00,1.295573115348815918e+00,-3.920800209045410156e+00,-2.502246141433715820e+00
-1.306701421737670898e+00,2.680554151535034180e+00,-1.906526207923889160e+00,1.578989624977111816e+00,-4.513897895812988281e+00,-1.533441901206970215e+00
1.366499543190002441e+00,-1.042249083518981934e+00,8.498838171362876892e-03,-2.403433322906494141e-01,7.667145729064941406e-01,-2.427390217781066895e-01
-7.110930979251861572e-03,-2.080231308937072754e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-1.932775735855102539e+00,-1.585632324218750000e+00
8.438791036605834961e-01,7.463984191417694092e-02,-1.494391441345214844e+00,1.295573115348815918e+00,-1.517514705657958984e+00,-1.740951776504516602e+00
1.242471694946289062e+00,-2.955756783485412598e-01,1.623047471046447754e+00,-1.338871479034423828e+00,1.563941955566406250e+00,-1.960047602653503418e+00
-2.402350306510925293e-01,1.289247989654541016e+00,-1.494391441345214844e+00,1.295572996139526367e+00,-2.818650722503662109e+00,-1.240054249763488770e+00
5.620459467172622681e-02,1.271017074584960938e+00,4.529277384281158447e-01,-5.665586590766906738e-01,-8.668138980865478516e-01,-9.217644929885864258e-01
4.222288727760314941e-01,-1.116553023457527161e-01,2.142953872680664062e-01,-2.446409761905670166e-01,-2.086095809936523438e-01,-7.702924609184265137e-01
4.190683066844940186e-01,-2.220571339130401611e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-1.648520350456237793e+00,-7.426077723503112793e-01
5.902525782585144043e-02,3.371189534664154053e-01,-1.494391441345214844e+00,1.295572996139526367e+00,-2.157028198242187500e+00,-4.813957810401916504e-01
3.215977847576141357e-01,-1.278786361217498779e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-1.758136034011840820e+00,-7.886756658554077148e-01
-5.507931113243103027e-01,-3.362751603126525879e-01,-6.988140344619750977e-01,5.247179269790649414e-01,-1.504110574722290039e+00,-4.248800277709960938e-01
3.195099532604217529e-01,-4.604820013046264648e-01,1.361322999000549316e+00,-1.324828982353210449e+00,9.186160564422607422e-01,8.973824381828308105e-01
6.263403892517089844e-01,3.649217188358306885e-01,1.243158102035522461e+00,-1.255973219871520996e+00,6.279087066650390625e-01,-2.636569738388061523e-01
1.043411612510681152e+00,-2.417227625846862793e-02,2.064447641372680664e+00,-2.008593320846557617e+00,1.812984943389892578e+00,-5.913711190223693848e-01
-8.238464593887329102e-03,1.266794800758361816e-01,-7.625823020935058594e-01,6.503412723541259766e-01,-1.465321779251098633e+00,5.467506498098373413e-02
9.292295575141906738e-01,-7.406523227691650391e-01,1.571126222610473633e+00,-1.604640722274780273e+00,1.678137302398681641e+00,6.132223084568977356e-02
2.660302519798278809e-01,1.685065031051635742e-01,-1.494391441345214844e+00,1.295572996139526367e+00,-1.939626455307006836e+00,-7.200675606727600098e-01
9.004927277565002441e-01,-2.269462943077087402e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-1.332793235778808594e+00,-2.562022581696510315e-02
-5.679702162742614746e-01,5.248633772134780884e-02,-2.042754888534545898e-01,1.223849207162857056e-01,-1.294267177581787109e+00,-5.056139826774597168e-01
-1.947037130594253540e-02,-1.407812476158142090e+00,1.040331721305847168e+00,-6.157516241073608398e-01,6.872706413269042969e-01,1.662013530731201172e-01
-2.046812325716018677e-02,7.315555214881896973e-01,-1.494391441345214844e+00,1.295572996139526367e+00,-2.402167558670043945e+00,-4.713366329669952393e-01
2.725139632821083069e-02,-1.813327521085739136e-02,4.970909059047698975e-01,-5.628958344459533691e-01,-2.351832985877990723e-01,-6.050017476081848145e-01
1.627897769212722778e-01,1.347053200006484985e-01,1.445917367935180664e+00,-1.294077396392822266e+00,5.489501953125000000e-01,1.040540218353271484e+00
-9.464106708765029907e-02,3.265124857425689697e-01,-4.230059981346130371e-01,3.475514352321624756e-01,-1.324563503265380859e+00,-1.279406785964965820e+00
3.607636094093322754e-01,-1.002439782023429871e-01,1.618246436119079590e+00,-1.559588432312011719e+00,9.946432113647460938e-01,8.206883072853088379e-01
-3.057203590869903564e-01,-1.358757019042968750e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-2.162497997283935547e+00,-1.542943716049194336e+00
-2.891116142272949219e-01,3.285920917987823486e-01,-6.079454421997070312e-01,4.916116595268249512e-01,-1.603120207786560059e+00,-1.662357807159423828e+00
-4.124141931533813477e-01,-7.867408543825149536e-02,-7.565609812736511230e-01,5.369551181793212891e-01,-1.572287559509277344e+00,-1.315954327583312988e+00
-3.592971712350845337e-02,1.868899166584014893e-02,-1.494391441345214844e+00,1.295572996139526367e+00,-2.062694549560546875e+00,-1.569823384284973145e+00
-4.273951947689056396e-01,-2.636535167694091797e-01,-4.102190136909484863e-01,3.255422115325927734e-01,-1.235726118087768555e+00,-1.249118447303771973e+00
-3.908118307590484619e-01,-1.379940807819366455e-01,-1.494391441345214844e+00,1.295573115348815918e+00,-2.216840267181396484e+00,-1.055365920066833496e+00
-3.217802047729492188e-01,2.972035706043243408e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-2.385299682617187500e+00,-2.058624744415283203e+00
-2.736804783344268799e-01,-5.976595729589462280e-02,-1.494391441345214844e+00,1.295572996139526367e+00,-2.178963661193847656e+00,-1.378928303718566895e+00
-2.987979352474212646e-01,4.006806313991546631e-01,-1.494391322135925293e+00,1.295573115348815918e+00,-2.421079397201538086e+00,-1.222230076789855957e+00
1.811664178967475891e-02,-2.807260453701019287e-01,2.764791548252105713e-01,-3.646506369113922119e-01,-3.047205209732055664e-01,-1.299995779991149902e-01
-9.685073047876358032e-02,-2.351037561893463135e-01,2.764433920383453369e-01,-3.349801599979400635e-01,-4.157118797302246094e-01,-3.390933275222778320e-01
-1.867033243179321289e-01,4.945122078061103821e-02,2.293852716684341431e-02,-9.745681285858154297e-02,-8.392566442489624023e-01,-1.113274931907653809e+00
-2.379814982414245605e-01,6.710691750049591064e-02,-1.494391322135925293e+00,1.295573115348815918e+00,-2.217938423156738281e+00,-1.261260271072387695e+00
-1.271817386150360107e-01,-4.209773987531661987e-02,-4.847088158130645752e-01,3.662032485008239746e-01,-1.201712131500244141e+00,-1.043878912925720215e+00
6.314478516578674316e-01,-2.238880842924118042e-02,7.114741206169128418e-01,-7.562324404716491699e-01,3.473749160766601562e-01,-7.071032524108886719e-01
2.396589815616607666e-01,-6.476231813430786133e-01,9.638913273811340332e-01,-9.720871448516845703e-01,6.139338016510009766e-01,-9.440737962722778320e-02
2.508973181247711182e-01,-5.765531659126281738e-01,9.365991353988647461e-01,-9.269794225692749023e-01,5.530459880828857422e-01,-2.225319743156433105e-01
-2.653928995132446289e-01,2.273305132985115051e-02,-3.322589993476867676e-01,2.220948934555053711e-01,-1.187230825424194336e+00,-1.211352229118347168e+00
